"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-p-and-ns"
"10/17/2024 11:22:42:682 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","binary-strategies","relative-copy","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]","mean-communality-majority","mean-communality-minority"
"94","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","52","15","12","1","0","13","2","4","1","0","785.9875","719.1"
"95","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","55","11","10","4","0","13","2","5","0","0","766.4875","784.2"
"96","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","46","14","17","3","0","16","2","2","0","0","690.6125","976.8"
"102","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","11","14","4","6","45","8","11","0","1","0","734.625","881"
"98","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","52","18","5","5","0","9","4","7","0","0","842.9875","538.9"
"103","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","36","0","44","0","0","20","0","0","137.8","482.5"
"104","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","7","0","31","42","0","7","0","12","1","329.3875","323.4"
"97","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","47","11","19","3","0","10","5","4","1","0","668.7875","671.8"
"105","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","16","0","17","5","42","0","0","18","2","0","607.0375","285.4"
"99","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","49","14","12","5","0","12","3","2","3","0","763.4125","778.35"
"106","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","4","3","24","2","47","4","1","13","1","1","373.35","493.8"
"107","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","15","0","17","3","45","5","0","14","0","1","538.125","462.85"
"100","0.5","1","0.5","0","true","0.002","0.2","100","20","2","250","0.2","false","true","500","47","16","15","2","0","10","2","6","2","0","752.2625","659.35"
"108","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","13","0","22","0","45","3","0","16","0","1","548.65","543.45"
"110","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","1","0","40","0","39","1","0","19","0","0","326.3375","426.85"
"109","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","40","0","40","0","0","20","0","0","135.075","535.75"
"111","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","32","0","0","0","48","19","0","0","0","1","1127.8375","1120.55"
"112","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","33","0","47","0","0","17","0","3","180.7125","361.05"
"113","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","30","5","0","0","45","18","1","0","0","1","1227.8875","1141.9"
"114","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","32","1","0","0","47","18","0","0","0","2","1044.075","1115.05"
"115","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","31","1","3","0","45","19","0","0","0","1","1123.7125","1211.1"
"116","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","25","6","49","0","0","17","2","1","205.7","362.95"
"117","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","27","6","0","0","47","16","2","0","0","2","1163.1875","1107.4"
"118","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","7","1","21","0","51","7","0","12","0","1","588.55","616.5"
"119","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","0","0","19","14","47","0","0","11","8","1","116.675","186.4"
"120","0.5","1","0.5","5","true","0.002","0.2","100","0","2","250","0.2","false","true","500","29","1","0","0","50","20","0","0","0","0","1237.05","1187.35"
"123","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","750.2125","829.3"
"122","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","71","0","9","0","0","12","0","8","0","0","630.7875","913.25"
"121","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","267.925","1003.4"
"124","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","851.4375","923.9"
"125","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","895.6125","987.8"
"126","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","921.425","961.2"
"127","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","1","0","79","0","0","1","0","19","0","0","325.2625","1013.7"
"129","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","321.25","1064.45"
"130","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","79","0","1","0","0","18","0","2","0","704.4875","205.8"
"128","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","1","0","79","0","0","0","0","20","0","161.2625","76.85"
"131","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","821.675","962.95"
"133","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","17","0","3","0","0","867.925","855.05"
"132","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","0","79","1","0","0","0","20","0","0","303.5625","1064.55"
"135","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","79","0","0","0","1","20","0","0","0","0","870.0125","890.2"
"134","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","910.8375","997.15"
"136","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","80","0","0","0","0","15","0","5","0","0","846.0625","842.8"
"138","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","79","0","1","0","0","11","0","9","0","0","675.0875","867.5"
"137","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","275.1125","997.8"
"139","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","74","0","6","0","0","15","0","5","0","557.7375","167.9"
"140","0.5","1","0.5","5","true","0.002","0.2","100","5","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","275.575","970"
"141","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","79","1","0","0","0","19","0","1","0","0","844.025","691.95"
"142","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","6","74","0","0","0","0","20","0","0","0","809.8125","288"
"145","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","843.925","1002.5"
"144","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","885.2375","911.1"
"143","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","359.1625","1052.1"
"149","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","890.7625","837.95"
"148","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","891","725.05"
"146","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","0","0","80","0","0","0","0","20","0","52.2625","48.9"
"150","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","317.7625","1172.4"
"147","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","0","0","80","0","0","0","0","20","0","62.75","38.55"
"151","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","332.5375","1125.5"
"154","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","79","0","1","0","0","17","0","3","0","0","710.325","966.8"
"152","0.5","1","0.5","5","true","0.002","0.2","100","10","2","250","0.2","false","true","500","0","1","3","76","0","0","12","0","8","0","321.7875","279.95"
