"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-no-perturbation"
"10/16/2024 14:12:01:555 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]"
"156","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","0","40","0"
"157","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","0","60","0","0","0","1","39","0"
"158","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","60","0","0","0","0","40","0","0","0","0"
"159","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","60","0","0","0","0","40","0","0","0","0"
"160","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.4","500","0","0","60","0","0","0","40","0","0","0"
"161","0.5","1","0.5","0","false","0.002","0.2","100","10","2","250","0.1","500","0","90","0","0","0","0","0","10","0","0"
"162","0.5","1","0.5","0","false","0.002","0.2","100","10","2","250","0.1","500","90","0","0","0","0","10","0","0","0","0"
"165","0.5","1","0.5","0","false","0.002","0.2","100","10","2","250","0.1","500","90","0","0","0","0","10","0","0","0","0"
"163","0.5","1","0.5","0","false","0.002","0.2","100","10","2","250","0.1","500","0","0","89","1","0","0","10","0","0","0"
"164","0.5","1","0.5","0","false","0.002","0.2","100","10","2","250","0.1","500","0","0","89","1","0","0","8","0","2","0"
